"","word","value"
"1210","bullying",-0.75
"1211","bum",-0.5
"1212","bummer",-0.5
"1213","bumpy",-0.5
"1214","bungle",-0.8
"1215","bungler",-0.8
"1216","bungling",-0.8
"1217","bunk",-0.25
"1218","buoyant",0.5
"1219","burden",-0.75
"1220","burdened",-1
"1221","burdening",-1
"1222","burdens",-0.5
"1223","burdensome",-0.5
"1224","burgeoned",0.4
"1225","burglar",-1
"1226","burglary",-1
"1227","burial",-0.5
"1228","buried",-0.6
"1229","burn",-0.4
"1230","burned",-0.6
"1231","burning",-0.4
"1232","burns",-0.4
"1233","burnt",-0.5
"1234","burrowing",-0.25
"1235","burying",-0.25
"1236","bust",-0.25
"1237","busted",-0.8
"1238","busts",-0.25
"1239","butcher",-0.5
"1240","butchery",-0.8
"1241","butler",0.4
"1242","butt",-0.25
"1243","buttery",0.6
"1244","butting",-0.6
"1245","buxom",0.25
"1246","buzz",0.25
"1247","cacophony",-0.25
"1248","cad",-0.4
"1249","cadaver",-0.6
"1250","cage",-0.6
"1251","caged",-0.8
"1252","cagey",-0.6
"1253","caked",-0.25
"1254","calamities",-1
"1255","calamitous",-1
"1256","calamitously",-1
"1257","calamity",-1
"1258","calculating",-0.25
"1259","calculation",0.25
"1260","calibrated",0.25
"1261","callous",-0.5
"1262","calloused",-0.8
"1263","calm",0.75
"1264","calmed",1
"1265","calming",0.5
"1266","calmness",1
"1267","calms",1
"1268","cameos",0.4
"1269","campaigning",-0.25
"1270","camping",0.1
"1271","campus",0.25
"1272","cancel",-0.75
"1273","cancelled",-0.8
"1274","cancelling",-0.8
"1275","cancels",-0.8
"1276","cancer",-0.75
"1277","cancerous",-1
"1278","candid",0.6
"1279","candidate",0.25
"1280","candied",0.6
"1281","candlelit",0.6
"1282","canker",-1
"1283","cannibal",-0.5
"1284","cannibalism",-1
"1285","cannibalistically",-1
"1286","cannibalize",-1
"1287","cannon",-0.4
"1288","canon",-0.25
"1289","capabilities",0.25
"1290","capability",0.6
"1291","capable",0.5
"1292","capably",1
"1293","capitulate",-0.6
"1294","capricious",-0.4
"1295","capriciously",-0.4
"1296","capriciousness",-0.4
"1297","captivate",0.5
"1298","captivated",0.4
"1299","captivating",0.5
"1300","captive",-0.5
"1301","captives",-0.6
"1302","captivity",-0.6
"1303","captor",-0.5
"1304","captors",-0.6
"1305","capture",-0.6
"1306","carcass",-1
"1307","care",1
"1308","careers",0.25
"1309","carefree",0.5
"1310","careful",0.25
"1311","carefully",0.25
"1312","careless",-0.5
"1313","carelessness",-0.5
"1314","cares",1
"1315","caress",0.8
"1316","caressing",0.8
"1317","caretaker",0.1
"1318","caricature",-0.75
"1319","carnage",-0.75
"1320","carnal",-0.4
"1321","carousing",0.1
"1322","cartel",-0.25
"1323","cartridge",-0.25
"1324","cash",0.4
"1325","cashback",0.8
"1326","casino",-0.25
"1327","casket",-0.25
"1328","caste",-0.25
"1329","castigate",-1
"1330","casualty",-0.75
"1331","cataclysm",-1
"1332","cataclysmal",-1
"1333","cataclysmic",-1
"1334","cataclysmically",-1
"1335","cataract",-0.6
"1336","catastrophe",-0.75
"1337","catastrophes",-1
"1338","catastrophic",-0.5
"1339","catastrophically",-1
"1340","catchy",0.8
"1341","cater",-0.1
"1342","cathartic",1
"1343","catheter",-0.6
"1344","catlike",0.25
"1345","caution",-0.25
"1346","cautionary",-0.4
"1347","caved",-0.4
"1348","cavern",-0.25
"1349","cavernous",-0.4
"1350","cavity",-0.4
"1351","cede",-0.25
"1352","celebrate",0.5
"1353","celebrated",1
"1354","celebrates",0.8
"1355","celebrating",0.75
"1356","celebration",0.75
"1357","celebratory",0.8
"1358","celestial",0.4
"1359","cellular",0.25
"1360","cemetery",-0.5
"1361","censor",-0.5
"1362","censored",-0.8
"1363","censors",-0.8
"1364","censure",-0.5
"1365","center",0.25
"1366","cerebral",0.1
"1367","ceremony",0.6
"1368","certain",0.8
"1369","certainty",0.8
"1370","certificate",0.6
"1371","cessation",-0.4
"1372","chaff",-0.5
"1373","chafing",-1
"1374","chagrin",-0.75
"1375","chagrined",-1
"1376","chained",-0.6
"1377","chairman",0.25
"1378","chairwoman",0.25
"1379","challenge",-0.25
"1380","champ",1
"1381","champion",0.5
"1382","chance",0.25
"1383","chances",0.25
"1384","chaos",-0.75
"1385","chaotic",-0.75
"1386","chapped",-1
"1387","charade",-0.25
"1388","chargeable",-0.25
"1389","charisma",1
"1390","charismatic",1
"1391","charitable",0.5
"1392","charity",0.8
"1393","charm",0.75
"1394","charming",1
"1395","charmingly",1
"1396","charmless",-0.6
"1397","chaste",1
"1398","chasten",-0.4
"1399","chastise",-0.5
"1400","chastised",-1
"1401","chastisement",-0.5
"1402","chastises",-1
"1403","chastising",-1
"1404","chastity",0.25
"1405","chatter",-0.25
"1406","chattering",-0.25
"1407","chatty",-0.25
"1408","chauffeured",0.25
"1409","cheap",-0.5
"1410","cheapen",-0.8
"1411","cheaply",-0.4
"1412","cheat",-0.75
"1413","cheated",-0.5
"1414","cheater",-0.75
"1415","cheaters",-0.5
"1416","cheating",-1
"1417","cheats",-0.75
"1418","checklist",0.1
"1419","cheer",0.75
"1420","cheered",0.8
"1421","cheerful",0.75
"1422","cheerfully",1
"1423","cheerfulness",1
"1424","cheering",0.5
"1425","cheerless",-0.5
"1426","cheers",1
"1427","cheery",1
"1428","cheesy",0.25
"1429","cherish",0.75
"1430","cherished",0.5
"1431","cherishes",1
"1432","cherishing",1
"1433","cherub",0.6
"1434","chic",0.5
"1435","chide",-1
"1436","chieftain",0.25
"1437","child",0.6
"1438","childhood",0.6
"1439","childish",-0.75
"1440","childlike",0.6
"1441","chill",-0.1
"1442","chilling",-0.4
"1443","chilly",-0.5
"1444","chintzy",-0.8
"1445","chivalrous",0.8
"1446","chloroform",-0.6
"1447","chocolate",0.6
"1448","chocolates",0.6
"1449","choice",0.4
"1450","choir",0.4
"1451","choke",-0.75
"1452","choked",-1
"1453","chokes",-1
"1454","choking",-0.5
"1455","cholera",-0.25
"1456","cholesterol",-0.25
"1457","chop",-0.25
"1458","chopped",-0.25
"1459","choral",0.4
"1460","chore",-0.5
"1461","chorus",0.25
"1462","chosen",0.6
"1463","chronic",-0.5
"1464","chronicle",0.1
"1465","chuckle",0.5
"1466","church",0.1
"1467","cigarette",-0.25
"1468","circus",0.1
"1469","citywide",-0.25
"1470","civil",0.8
"1471","civility",0.75
"1472","civilization",0.6
"1473","civilize",0.25
"1474","civilized",1
"1475","clairvoyant",0.25
"1476","clambering",-0.25
"1477","clamor",-0.5
"1478","clamoring",-0.6
"1479","clamped",-0.4
"1480","clamping",-0.4
"1481","clanks",-0.25
"1482","clap",0.25
"1483","clapped",0.25
"1484","clarifies",0.8
"1485","clarify",0.8
"1486","clarity",0.5
"1487","clash",-0.75
"1488","clashes",-0.8
"1489","clashing",-1
"1490","clasp",-0.25
"1491","classic",0.5
"1492","classical",0.6
"1493","classics",0.8
"1494","classify",0.4
"1495","classy",0.75
"1496","claustrophobic",-1
"1497","claw",-0.6
"1498","clean",0.75
"1499","cleaner",0.5
"1500","cleanest",0.8
"1501","cleaning",0.6
"1502","cleanliness",0.5
"1503","cleanly",0.5
"1504","cleans",0.6
"1505","cleanse",0.8
"1506","cleansing",0.5
"1507","clear",0.5
"1508","clearance",0.4
"1509","clearcut",0.8
"1510","cleared",0.5
"1511","clearer",0.8
"1512","clearly",0.5
"1513","clearness",0.8
"1514","clears",0.5
"1515","clerical",-0.25
"1516","clever",0.75
"1517","cleverest",0.8
"1518","cleverly",0.8
"1519","cleverness",0.8
"1520","cliche",-0.5
"1521","cliched",-0.5
"1522","climax",0.8
"1523","cling",-0.4
"1524","clingy",-1
"1525","clique",-0.5
"1526","clods",-0.4
"1527","clog",-0.6
"1528","clogged",-0.5
"1529","clogging",-0.6
"1530","clomped",-0.6
"1531","closeness",0.25
"1532","clot",-0.4
"1533","clothe",0.6
"1534","clotting",-0.4
"1535","cloud",-0.25
"1536","clouded",-0.5
"1537","cloudiness",-0.25
"1538","clouding",-0.25
"1539","cloudy",-0.25
"1540","clown",0.1
"1541","clubbed",-0.25
"1542","clubhouse",0.6
"1543","clueless",-0.5
"1544","clump",-0.25
"1545","clumped",-0.4
"1546","clumsy",-0.75
"1547","clunky",-0.4
"1548","clusters",-0.25
"1549","coalition",0.1
"1550","coarse",-0.6
"1551","coast",0.6
"1552","cocaine",-0.25
"1553","cock",-0.25
"1554","cocksucker",-1
"1555","cocksuckers",-1
"1556","cocky",-0.75
"1557","coddled",-0.25
"1558","codebreaker",0.25
"1559","coerce",-0.5
"1560","coerced",-1
"1561","coercion",-0.5
"1562","coercive",-1
"1563","coexist",0.8
"1564","coffin",-0.6
"1565","cogent",0.4
"1566","cognitive",0.4
"1567","cognoscenti",0.25
"1568","cohere",0.4
"1569","coherence",0.5
"1570","coherent",0.75
"1571","cohesive",0.5
"1572","cold",-0.5
"1573","coldly",-0.75
"1574","coldness",-0.5
"1575","colic",-0.25
"1576","collapse",-0.75
"1577","collapsed",-0.8
"1578","collapses",-0.8
"1579","collapsing",-0.5
"1580","collective",-0.25
"1581","collectively",0.1
"1582","collide",-0.5
"1583","collides",-0.25
"1584","colliding",-0.25
"1585","collision",-0.5
"1586","collisions",-0.25
"1587","collude",-0.6
"1588","colluded",-0.6
"1589","colluding",-0.6
"1590","collusion",-0.5
"1591","colorful",0.6
"1592","colorless",-0.25
"1593","coma",-1
"1594","comatose",-1
"1595","combat",-0.5
"1596","combatant",-0.6
"1597","combative",-0.5
"1598","combats",-0.6
"1599","combust",-0.6
"1600","comedy",0.5
"1601","comely",0.6
"1602","comfort",0.75
"1603","comfortable",0.5
"1604","comfortably",1
"1605","comforting",0.5
"1606","comforts",1
"1607","comfy",1
"1608","comical",0.5
"1609","commemorate",0.8
"1610","commemoration",0.8
"1611","commemorative",0.8
"1612","commencement",0.6
"1613","commend",0.75
"1614","commendable",0.5
"1615","commendably",1
"1616","commended",1
"1617","commentator",0.25
"1618","commiserate",-0.25
"1619","commit",-0.25
"1620","commitment",0.5
"1621","commits",-0.25
"1622","committal",-0.25
"1623","committed",0.5
"1624","committing",0.1
"1625","commodious",1
"1626","commonplace",0.4
"1627","commotion",-0.5
"1628","commotions",-0.6
"1629","communal",-0.25
"1630","communicate",0.6
"1631","communicative",0.6
"1632","communion",0.6
"1633","communism",-0.25
"1634","communist",-0.5
"1635","community",0.6
"1636","commute",-0.25
"1637","compact",0.4
"1638","compactly",0.4
"1639","companion",0.5
"1640","companionship",1
"1641","compartmentalize",-0.25
"1642","compassion",0.75
"1643","compassionate",0.75
"1644","compatibility",0.6
"1645","compatible",0.5
"1646","compelled",0.25
"1647","compelling",0.6
"1648","compensate",0.6
"1649","compensatory",0.4
"1650","compete",0.4
"1651","competence",0.8
"1652","competency",0.8
"1653","competent",0.5
"1654","competition",-0.25
"1655","competitive",0.5
"1656","complacent",-0.5
"1657","complain",-0.75
"1658","complained",-0.75
"1659","complaining",-1
"1660","complains",-0.5
"1661","complaint",-0.75
"1662","complaints",-1
"1663","complement",0.5
"1664","complementary",0.5
"1665","complemented",1
"1666","complements",1
"1667","completely",0.4
"1668","completeness",1
"1669","completing",0.8
"1670","completion",0.8
"1671","complex",0.25
"1672","complexity",0.25
"1673","compliance",0.1
"1674","compliant",0.5
"1675","complicate",-0.4
"1676","complicated",-0.5
"1677","complication",-0.5
"1678","complicit",-0.5
"1679","compliment",0.5
"1680","complimentary",0.8
"1681","compliments",0.25
"1682","compose",0.25
"1683","composed",0.8
"1684","composing",0.4
"1685","composure",0.8
"1686","compounding",-0.25
"1687","comprehend",0.8
"1688","comprehensive",0.75
"1689","compressing",-0.25
"1690","compromised",0.4
"1691","compromises",-0.25
"1692","compulsion",-0.5
"1693","compulsive",-0.8
"1694","compulsory",-0.4
"1695","comrade",1
"1696","con",-0.25
"1697","conceal",-0.6
"1698","concealed",-0.5
"1699","concealment",-0.8
"1700","concede",-0.4
"1701","conceded",-0.4
"1702","conceit",-0.5
"1703","conceited",-0.5
"1704","conceived",0.6
"1705","concept",0.4
"1706","concern",-0.6
"1707","concerned",-0.6
"1708","concerns",-0.6
"1709","concession",-0.4
"1710","concessions",-0.25
"1711","conciliate",0.5
"1712","conciliated",0.6
"1713","conciliates",0.6
"1714","conciliating",0.6
"1715","conciliation",0.6
"1716","conciliatory",0.6
"1717","concise",1
"1718","concluding",0.25
"1719","concoct",-0.25
"1720","concordance",0.8
"1721","concurred",1
"1722","concusses",-0.8
"1723","concussion",-1
"1724","condemn",-0.75
"1725","condemnable",-1
"1726","condemnation",-0.75
"1727","condemned",-0.5
"1728","condemns",-0.5
"1729","condescend",-1
"1730","condescending",-0.75
"1731","condescendingly",-1
"1732","condescension",-0.75
"1733","condolence",-0.4
"1734","condone",-0.25
"1735","conducive",0.8
"1736","conductivity",0.4
"1737","confederate",-0.4
"1738","confess",-0.5
"1739","confesses",-0.25
"1740","confession",-0.75
"1741","confessions",-0.25
"1742","confide",-0.25
"1743","confidence",0.75
"1744","confident",0.8
"1745","confidently",0.8
"1746","confine",-0.25
"1747","confined",-0.5
"1748","confinement",-0.5
"1749","confirmed",0.5
"1750","confiscate",-0.8
"1751","confiscation",-0.8
"1752","conflagration",-1
"1753","conflict",-1
"1754","conflicted",-1
"1755","conflicting",-0.75
"1756","conflictive",-1
"1757","conflicts",-0.5
"1758","conformance",-0.4
"1759","confound",-0.5
"1760","confounded",-0.5
"1761","confounding",-0.4
"1762","confraternity",0.8
"1763","confront",-0.6
"1764","confrontation",-1
"1765","confrontational",-1
"1766","confronted",-0.6
"1767","confronts",-0.6
"1768","confuse",-0.75
"1769","confused",-0.5
"1770","confuses",-0.8
"1771","confusing",-0.5
"1772","confusion",-0.5
"1773","confusions",-1
"1774","congenial",0.5
"1775","congested",-1
"1776","congestion",-0.5
"1777","congrats",1
"1778","congratulate",0.5
"1779","congratulating",1
"1780","congratulation",0.5
"1781","congratulations",0.75
"1782","congratulatory",0.5
"1783","congregation",0.25
"1784","congruence",0.4
"1785","connections",0.6
"1786","conniving",-1
"1787","connoisseur",0.6
"1788","cons",-1
"1789","conscientious",0.5
"1790","consciousness",0.4
"1791","consecration",0.4
"1792","consensus",0.6
"1793","consent",0.8
"1794","consents",0.8
"1795","consequences",-0.8
"1796","conservation",0.8
"1797","conserve",0.8
"1798","considerable",0.1
"1799","considerate",0.75
"1800","considerations",0.8
"1801","consigned",0.4
"1802","consisted",0.4
"1803","consistency",0.1
"1804","consistent",0.8
"1805","consistently",0.8
"1806","consolable",0.4
"1807","console",0.25
"1808","consoling",0.4
"1809","consorting",-0.4
"1810","conspicuous",-0.4
"1811","conspicuously",-0.5
"1812","conspiracies",-1
"1813","conspiracy",-0.5
"1814","conspirator",-0.5
"1815","conspiratorial",-0.8
"1816","conspire",-0.5
"1817","conspired",-1
"1818","constancy",0.5
"1819","consternation",-0.75
"1820","constipation",-1
"1821","constitutional",0.8
"1822","constrain",-0.8
"1823","constrained",-0.5
"1824","constraint",-0.8
"1825","construct",0.6
"1826","constructive",1
"1827","constructs",0.6
"1828","consummate",0.5
"1829","contact",0.4
"1830","contagion",-0.5
"1831","contagions",-1
"1832","contagious",-0.75
"1833","contaminate",-0.5
"1834","contaminated",-0.5
"1835","contaminates",-1
"1836","contaminating",-1
"1837","contamination",-0.5
"1838","contemplation",0.25
"1839","contemporary",0.4
"1840","contempt",-0.75
"1841","contemptible",-0.75
"1842","contemptuous",-0.75
"1843","contemptuously",-0.5
"1844","contend",-0.75
"1845","contender",-0.25
"1846","contending",-0.5
"1847","content",0.6
"1848","contented",0.25
"1849","contention",-0.25
"1850","contentious",-0.75
"1851","contentment",0.6
"1852","contestable",-0.4
"1853","contestant",-0.25
"1854","continue",0.4
"1855","continuing",0.4
"1856","continuity",0.4
"1857","contraband",-1
"1858","contracted",-0.5
"1859","contradict",-0.5
"1860","contradiction",-0.5
"1861","contradictory",-0.5
"1862","contraptions",-0.25
"1863","contrariness",-0.6
"1864","contrary",-0.6
"1865","contrasted",-0.4
"1866","contravene",-0.5
"1867","contravention",-0.8
"1868","contribute",0.8
"1869","contribution",0.5
"1870","contributor",0.6
"1871","contrive",-0.4
"1872","contrived",-0.25
"1873","controller",-0.25
"1874","controversial",-0.75
"1875","controversially",-0.8
"1876","controversy",-0.5
"1877","convenience",0.5
"1878","convenient",0.8
"1879","conveniently",0.8
"1880","convent",0.1
"1881","convention",0.4
"1882","conventional",-0.25
"1883","converged",0.4
"1884","conversant",0.6
"1885","conversational",0.6
"1886","convert",-0.25
"1887","converted",-0.25
"1888","convict",-0.8
"1889","conviction",-0.5
"1890","convince",0.5
"1891","convinced",0.6
"1892","convinces",0.6
"1893","convincing",0.8
"1894","convincingly",0.8
"1895","convivial",0.6
"1896","conviviality",0.25
"1897","convoluted",-1
"1898","convulsions",-1
"1899","cooed",0.25
"1900","cool",0.75
"1901","coolest",0.5
"1902","coolly",0.25
"1903","coolness",0.6
"1904","coop",-0.25
"1905","cooperate",0.8
"1906","cooperating",0.8
"1907","cooperation",0.1
"1908","cooperative",0.5
"1909","cooperatively",1
"1910","coordinate",0.25
"1911","coordination",0.4
"1912","copycat",-0.8
"1913","cornered",-0.8
"1914","cornerstone",0.6
"1915","coronation",0.8
"1916","coroner",-0.8
"1917","corporation",-0.25
"1918","corpse",-0.75
"1919","correct",0.6
"1920","correction",-0.25
"1921","correctly",0.8
"1922","correspondence",0.4
"1923","corroborate",0.6
"1924","corroborated",0.6
"1925","corrode",-1
"1926","corrosion",-0.5
"1927","corrosions",-1
"1928","corrosive",-0.5
"1929","corrupt",-0.5
"1930","corrupted",-1
"1931","corrupting",-0.5
"1932","corruption",-0.75
"1933","corrupts",-1
"1934","corsages",0.6
"1935","cosmopolitan",0.6
"1936","costlier",-0.8
"1937","costly",-0.5
"1938","cosy",1
"1939","cough",-0.8
"1940","coughing",-0.8
"1941","coughs",-0.8
"1942","council",0.4
"1943","counsel",0.4
"1944","countdown",-0.25
"1945","counterattack",-0.6
"1946","counterattacks",-0.6
"1947","counterpoint",-0.4
"1948","counterproductive",-1
"1949","countess",0.25
"1950","courage",0.75
"1951","courageous",1
"1952","courageously",1
"1953","courageousness",1
"1954","courteous",0.75
"1955","courtesy",0.5
"1956","courtly",0.6
"1957","courtship",0.5
"1958","covenant",0.5
"1959","coverup",-0.4
"1960","covet",-0.25
"1961","covetous",-0.8
"1962","coward",-1
"1963","cowardice",-0.5
"1964","cowardly",-1
"1965","cowards",-1
"1966","cowered",-1
"1967","cowering",-1
"1968","cozied",0.8
"1969","coziness",1
"1970","cozy",1
"1971","crabby",-0.5
"1972","crack",-0.5
"1973","cracked",-0.5
"1974","cracking",-0.4
"1975","crackpot",-1
"1976","cracks",-0.6
"1977","cradle",0.6
"1978","cradled",0.8
"1979","cradling",0.8
"1980","craft",0.5
"1981","craftsman",0.5
"1982","craftsmanship",0.8
"1983","craftsmen",0.6
"1984","cramp",-0.75
"1985","cramped",-0.5
"1986","cramping",-1
"1987","cranky",-0.75
"1988","crap",-0.75
"1989","crappiest",-1
"1990","crappy",-1
"1991","crash",-0.75
"1992","crashed",-0.6
"1993","crashes",-1
"1994","crashing",-1
"1995","crass",-1
"1996","crave",-0.25
"1997","craved",-0.25
"1998","craven",-1
"1999","cravenly",-1
"2000","craze",-0.25
"2001","crazed",-1
"2002","crazier",-0.25
"2003","craziest",-0.25
"2004","crazily",-1
"2005","craziness",-0.8
"2006","crazy",-0.75
"2007","creaking",-0.5
"2008","create",0.6
"2009","creative",0.75
"2010","creativity",1
"2011","creator",0.6
"2012","creature",-0.25
"2013","credence",0.5
"2014","credential",0.4
"2015","credibility",1
"2016","credible",0.5
"2017","credit",0.4
"2018","creditable",0.8
"2019","credited",0.4
"2020","creep",-0.75
"2021","creeping",-0.6
"2022","creeps",-0.8
"2023","creepy",-1
"2024","crept",-0.6
"2025","crescendo",0.6
"2026","crestfallen",-1
"2027","cried",-1
"2028","criers",-1
"2029","cries",-1
"2030","crime",-0.75
"2031","criminal",-0.75
"2032","criminality",-1
"2033","criminals",-1
"2034","cringe",-0.75
"2035","cringed",-0.5
